committee_id,committee_name,report_year,report_type,transaction_id,file_number,entity_type,entity_type_desc,recipient_committee_id,recipient_name,recipient_state,disbursement_type,disbursement_description,disbursement_date,disbursement_amount,election_type,fec_election_type_desc,amendment_indicator,filing_form,recipient_city,recipient_zip,disbursement_purpose_category,memo_text
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4588,1071498,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGE,2016-02-03 00:00:00,9.49,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10093,1077665,ORG,ORGANIZATION,,TACO BELL,TX,,FOOD/BEVERAGES,2016-03-03 00:00:00,9.49,,,N,F3P,HOUSTON,77007,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4897,1096260,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-01-05 00:00:00,9.53,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9749,1057556,ORG,ORGANIZATION,,EXXON,TX,,TRAVEL,2015-10-07 00:00:00,9.55,,,N,F3P,IRVING,75039,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1393,1024046,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGES,2015-06-17 00:00:00,9.56,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9545,1053893,ORG,ORGANIZATION,,MARRIOTT,MD,,TRAVEL,2015-07-03 00:00:00,9.59,,,N,F3P,BETHESDA,20817,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1622,1024046,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-06-17 00:00:00,9.59,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M7,SB23BCCUV.4073,1096256,ORG,ORGANIZATION,,WENDY'S,FL,,FOOD/BEVERAGES,2016-06-24 00:00:00,9.6,,,N,F3P,TAMPA,33614,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4977,1096260,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-01-05 00:00:00,9.61,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9741,1053893,ORG,ORGANIZATION,,WESTIN HOTEL POINSETT,SC,,TRAVEL,2015-08-03 00:00:00,9.65,,,N,F3P,GREENVILLE,29601,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5898,1079356,ORG,ORGANIZATION,,CULVER'S,WI,,FOOD/BEVERAGES,2016-05-03 00:00:00,9.65,,,A,F3P,GREEN BAY,54303,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10308,1077665,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-03-03 00:00:00,9.68,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9789,1053893,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-08-03 00:00:00,9.7,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6800,1135630,ORG,ORGANIZATION,,BOAR'S HEAD PIECE OF CAKE,GA,,FOOD/BEVERAGES,2016-04-04 00:00:00,9.71,,,N,F3P,ATLANTA,30320,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9198,1057556,ORG,ORGANIZATION,,HUDSON NEWS,TX,,FOOD/BEVERAGES,2015-10-07 00:00:00,9.72,,,N,F3P,HOUSTON,77061,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23INDUV3.607,1135630,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-04-26 00:00:00,9.74,,,N,F3P,SAN FRANCISCO,94103,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.10092,1053893,ORG,ORGANIZATION,,SOUTHWEST AIRLINES,TX,,TRAVEL,2015-09-03 00:00:00,9.74,,,N,F3P,DALLAS,75235,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9589,1053893,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-07-03 00:00:00,9.76,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9252,1053893,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGES,2015-09-03 00:00:00,9.79,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9273,1053893,ORG,ORGANIZATION,,OLD STYLE BAR-B-QUE,MS,,FOOD/BEVERAGES,2015-09-03 00:00:00,9.8,,,N,F3P,OLIVE BRANCH,38654,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9434,1057556,ORG,ORGANIZATION,,QUIZNOS- MANCHESTER AIRPORT,NH,,FOOD/BEVERAGES,2015-12-09 00:00:00,9.8,,,N,F3P,MANCHESTER,03103,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4737,1096260,ORG,ORGANIZATION,,USPS,TX,,POSTAGE,2016-01-05 00:00:00,9.8,,,N,F3P,DALLAS,75260,ADMINISTRATIVE,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10411,1057556,ORG,ORGANIZATION,,SHELL OIL,TX,,TRAVEL,2015-12-09 00:00:00,9.83,,,N,F3P,HOUSTON,77252,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9342,1057556,ORG,ORGANIZATION,,MILLCREEK COFFEE,UT,,FOOD/BEVERAGES,2015-11-06 00:00:00,9.9,,,N,F3P,SALT LAKE CITY,84116,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9309,1057556,ORG,ORGANIZATION,,MCDONALDS- FORT DODGE #2,IA,,FOOD/BEVERAGES,2015-11-06 00:00:00,9.91,,,N,F3P,FORT DODGE,50501,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23.9070,1135630,ORG,ORGANIZATION,,STRIPE,CA,,CREDIT CARD MERCHANT FEE,2016-04-14 00:00:00,9.93,,,N,F3P,SAN FRANCISCO,94110,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9367,1057556,ORG,ORGANIZATION,,SAY SI BON,VA,,FOOD/BEVERAGES,2015-12-09 00:00:00,9.94,,,N,F3P,ARLINGTON,22202,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.7070,1135630,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,TRAVEL,2016-04-04 00:00:00,9.95,,,N,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10347,1057556,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,TRAVEL,2015-12-09 00:00:00,9.95,,,N,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10296,1057556,ORG,ORGANIZATION,,GOGO AIR,IL,,TRAVEL,2015-12-09 00:00:00,9.95,,,N,F3P,CHICAGO,60606,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4664,1071498,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,TRAVEL,2016-02-03 00:00:00,9.95,,,N,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10531,1077665,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,WEB SERVICE,2016-03-03 00:00:00,9.95,,,N,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10051,1077665,ORG,ORGANIZATION,,STARBUCKS- GREENVILLE,SC,,FOOD/BEVERAGES,2016-03-03 00:00:00,9.95,,,N,F3P,GREENVILLE,29601,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5895,1079356,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,TRAVEL,2016-05-03 00:00:00,9.95,,,A,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4776,1096260,ORG,ORGANIZATION,,BOINGO WIRELESS INC,CA,,TRAVEL,2016-01-05 00:00:00,9.95,,,N,F3P,LOS ANGELES,90024,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4643,1096260,ORG,ORGANIZATION,,DAL TORO RISTORANTE,NV,,FOOD/BEVERAGES,2016-01-05 00:00:00,9.95,,,N,F3P,LAS VEGAS,89109,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4777,1096260,ORG,ORGANIZATION,,EMBASSY SUITES SAVANNAH AIRPORT,GA,,TRAVEL,2016-01-05 00:00:00,9.95,,,N,F3P,SAVANNAH,31322,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4763,1096260,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-01-05 00:00:00,9.99,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9718,1053893,ORG,ORGANIZATION,,PETROLEUM CLUB,TX,,TRAVEL,2015-08-03 00:00:00,10.0,,,N,F3P,MIDLAND,79702,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9001,1053893,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-07-03 00:00:00,10.0,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9467,1053893,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-07-03 00:00:00,10.0,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9515,1053893,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-07-03 00:00:00,10.0,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.10066,1053893,ORG,ORGANIZATION,,SKIDATA INC,NJ,,TRAVEL,2015-09-03 00:00:00,10.0,,,N,F3P,HILLSBOROUGH,08844,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SB23.90326,1057556,ORG,ORGANIZATION,,SECRETARY OF STATE- SC,SC,,FILING FEES,2015-10-19 00:00:00,10.0,,,N,F3P,COLUMBIA,29201,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4780,1071498,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-02-03 00:00:00,10.0,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4781,1071498,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2016-02-03 00:00:00,10.0,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10488,1077665,ORG,ORGANIZATION,,DIAMOND CAB,DC,,TRAVEL,2016-03-03 00:00:00,10.0,,,N,F3P,WASHINGTON,20009,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5886,1079356,ORG,ORGANIZATION,,AMERICAN SERB HALL BANQUET,WI,,FOOD/BEVERAGES,2016-05-03 00:00:00,10.0,,,A,F3P,MILWAUKEE,53219,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4899,1096260,ORG,ORGANIZATION,,BLOCK 142 PARKING,TX,,TRAVEL,2016-01-05 00:00:00,10.0,,,N,F3P,HOUSTON,77002,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4656,1096260,ORG,ORGANIZATION,,VENETIAN/PALAZZO,NV,,FOOD/BEVERAGES,2016-01-05 00:00:00,10.0,,,N,F3P,LAS VEGAS,89109,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M9,SB23.80854,1100759,ORG,ORGANIZATION,,SECRETARY OF STATE- NE,NE,,REGISTRATION FEE,2016-08-31 00:00:00,10.0,,,A,F3P,LINCOLN,68509,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M9,SB23.80856,1100759,ORG,ORGANIZATION,,SECRETARY OF STATE- SC,SC,,REGISTRATION FEE,2016-08-31 00:00:00,10.0,,,A,F3P,COLUMBIA,29201,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9426,1057556,ORG,ORGANIZATION,,SKYLINE DELI,TX,,FOOD/BEVERAGES,2015-12-09 00:00:00,10.02,,,N,F3P,HOUSTON,77046,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9929,1057556,ORG,ORGANIZATION,,AMERICAN AIRLINES,TX,,TRAVEL,2015-11-06 00:00:00,10.05,,,N,F3P,FORT WORTH,76155,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5926,1079356,ORG,ORGANIZATION,,HERTZ RENT-A-CAR,NJ,,TRAVEL,2016-05-03 00:00:00,10.07,,,A,F3P,PARKRIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10096,1057556,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-11-06 00:00:00,10.08,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9326,1057556,ORG,ORGANIZATION,,SUBWAY  GABLE,SC,,FOOD/BEVERAGES,2015-11-06 00:00:00,10.1,,,N,F3P,GABKE,29051,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9310,1057556,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGES,2015-11-06 00:00:00,10.14,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10330,1057556,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2015-12-09 00:00:00,10.26,,,N,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9260,1053893,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGES,2015-09-03 00:00:00,10.27,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1270,1024046,ORG,ORGANIZATION,,USPS,TX,,DELIVERY,2015-05-21 00:00:00,10.28,,,N,F3P,DALLAS,75260,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.7162,1135630,ORG,ORGANIZATION,,GOGO AIR,IL,,TRAVEL,2016-04-04 00:00:00,10.35,,,N,F3P,CHICAGO,60606,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6825,1135630,ORG,ORGANIZATION,,SHUTTERFLY INC,CA,,PHOTOGRAPHY SERVICE,2016-04-04 00:00:00,10.36,,,N,F3P,REDWOOD CITY,94065,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1349,1024046,ORG,ORGANIZATION,,PILOT,TN,,FOOD/BEVERAGES,2015-05-21 00:00:00,10.36,,,N,F3P,KNOXVILLE,37909,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.7072,1135630,ORG,ORGANIZATION,,SHERATON HOTEL,NC,,TRAVEL,2016-04-04 00:00:00,10.39,,,N,F3P,RALEIGH,27601,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10003,1077665,ORG,ORGANIZATION,,KROGER,TX,,FOOD/BEVERAGES,2016-03-03 00:00:00,10.39,,,N,F3P,HOUSTON,77083,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6781,1135630,ORG,ORGANIZATION,,RUDE AWAKENING COFFEE HOUSE,NC,,FOOD/BEVERAGES,2016-04-04 00:00:00,10.44,,,N,F3P,FAYETTEVILLE,28301,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q2,SB23CCUV6.1347,1024046,ORG,ORGANIZATION,,KFC,KY,,FOOD/BEVERAGES,2015-05-21 00:00:00,10.46,,,N,F3P,LOUISVILLE,40213,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9376,1057556,ORG,ORGANIZATION,,SEFTON COFFEE COMPANY,VA,,FOOD/BEVERAGES,2015-12-09 00:00:00,10.5,,,N,F3P,RICHMOND,23219,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4790,1096260,ORG,ORGANIZATION,,COURTYARD BY MARRIOTT TULSA,OK,,TRAVEL,2016-01-05 00:00:00,10.55,,,N,F3P,TULSA,74103,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4566,1071498,ORG,ORGANIZATION,,BURGER KING,FL,,FOOD/BEVERAGE,2016-02-03 00:00:00,10.57,,,N,F3P,MIAMI,33126,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5904,1079356,ORG,ORGANIZATION,,ESPRESSAMENTE ILLY,VA,,FOOD/BEVERAGES,2016-05-03 00:00:00,10.57,,,A,F3P,ARLINGTON,22202,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9156,1053893,ORG,ORGANIZATION,,CASEY'S GENERAL STORE,IA,,FOOD/BEVERAGES,2015-07-03 00:00:00,10.6,,,N,F3P,CORRECTIONVILLE,51016,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9392,1057556,ORG,ORGANIZATION,,AIRPORT DINER INC,NH,,FOOD/BEVERAGES,2015-12-09 00:00:00,10.62,,,N,F3P,MANCHESTER,03103,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9219,1057556,ORG,ORGANIZATION,,STARBUCKS- HOUSTON,TX,,FOOD/BEVERAGES,2015-10-07 00:00:00,10.63,,,N,F3P,HOUSTON,77087,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.6144,1079356,ORG,ORGANIZATION,,LICKETY SPLIT,DC,,FOOD/BEVERAGES,2016-05-03 00:00:00,10.64,,,A,F3P,WASHINGTON,20001,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6838,1135630,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-04-04 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6849,1135630,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-04-04 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M12,SB23.9034,1147737,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-11-28 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,YE,SB23.931,1147738,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-12-27 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9492,1053893,ORG,ORGANIZATION,,MARRIOTT,MD,,TRAVEL,2015-07-03 00:00:00,10.65,,,N,F3P,BETHESDA,20817,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.10108,1053893,ORG,ORGANIZATION,,DROPBOX,CA,,WEB SERVICE,2015-09-03 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9589,1057556,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2015-12-09 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9567,1057556,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2015-10-07 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.9578,1057556,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2015-11-06 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4619,1071498,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-02-03 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4623,1071498,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-02-03 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV4.632,1077665,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-03-09 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94103,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10142,1077665,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-03-03 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10147,1077665,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-03-03 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5707,1079356,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-05-03 00:00:00,10.65,,,A,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5858,1079356,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-05-03 00:00:00,10.65,,,A,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M7,SB23BCCUV.4012,1096256,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-06-24 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M2,SBCCUV23.4757,1096260,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-01-05 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M9,SB23CCUV.80831,1100759,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-08-29 00:00:00,10.65,,,A,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M8,SB23CCUV.8083,1111847,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-07-26 00:00:00,10.65,,,N,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M10,SB23.9139,1111852,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-09-27 00:00:00,10.65,,,A,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M11,SB23.919,1126489,ORG,ORGANIZATION,,DROPBOX,CA,,SUBSCRIPTIONS,2016-10-28 00:00:00,10.65,,,A,F3P,SAN FRANCISCO,94107,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6855,1135630,ORG,ORGANIZATION,,UBER CONFERENCE,CA,,TELEPHONE SERVICE,2016-04-04 00:00:00,10.66,,,N,F3P,SAN FRANCISCO,94111,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9141,1053893,ORG,ORGANIZATION,,MCDONALDS,IL,,FOOD/BEVERAGES,2015-07-03 00:00:00,10.67,,,N,F3P,OAK BROOK,60523,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9254,1053893,ORG,ORGANIZATION,,RESIDENCE INN LOS ANGELES,CA,,FOOD/BEVERAGES,2015-09-03 00:00:00,10.68,,,N,F3P,LOS ANGELES,90045,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,YE,SBCCUV45.10134,1057556,ORG,ORGANIZATION,,HERTZ RENT-A-CAR,NJ,,TRAVEL,2015-11-06 00:00:00,10.68,,,N,F3P,PARK RIDGE,07656,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9144,1053893,ORG,ORGANIZATION,,JACK IN THE BOX,CA,,FOOD/BEVERAGES,2015-07-03 00:00:00,10.69,,,N,F3P,SAN DIEGO,92123,OTHER,
C00574624,CRUZ FOR PRESIDENT,2015,Q3,SBCCUV1.9213,1053893,ORG,ORGANIZATION,,SMOKEY ROW COFFEE COMPANY,IA,,FOOD/BEVERAGES,2015-08-03 00:00:00,10.75,,,N,F3P,DES MOINES,50314,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M6,SB23CCUV4.5847,1079356,ORG,ORGANIZATION,,UBER,CA,,TRAVEL,2016-05-03 00:00:00,10.8,,,A,F3P,SAN FRANCISCO,94105,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M5,SB23CCUV5.6844,1135630,ORG,ORGANIZATION,,MICROSOFT.COM,WA,,SUBSCRIPTIONS,2016-04-04 00:00:00,10.81,,,N,F3P,REDMOND,98052,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M12,SB23.9035,1147737,ORG,ORGANIZATION,,GOOGLE,CA,,SUBSCRIPTIONS,2016-11-28 00:00:00,10.81,,,N,F3P,MOUNTAIN VIEW,94043,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,YE,SB23.930,1147738,ORG,ORGANIZATION,,GOOGLE,CA,,SUBSCRIPTIONS,2016-12-27 00:00:00,10.81,,,N,F3P,MOUNTAIN VIEW,94043,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M3,SB23UV3.4616,1071498,ORG,ORGANIZATION,,MICROSOFT.COM,WA,,SOFTWARE PURCHASE,2016-02-03 00:00:00,10.81,,,N,F3P,REDMOND,98052,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M4,SB23CCUV.10137,1077665,ORG,ORGANIZATION,,MICROSOFT.COM,WA,,SUBSCRIPTIONS,2016-03-03 00:00:00,10.81,,,N,F3P,REDMOND,98052,OTHER,
C00574624,CRUZ FOR PRESIDENT,2016,M7,SB23BCCUV.4017,1096256,ORG,ORGANIZATION,,GOOGLE,CA,,SUBSCRIPTION,2016-06-24 00:00:00,10.81,,,N,F3P,MOUNTAIN VIEW,94043,OTHER,
